,timestamp,category,state,customer,product,scaled_price,rating
3209981,2018-01-19 20:20:18,39,22,75528,14396,-0.3949719357670926,0
3210201,2018-08-16 04:29:53,39,22,70386,1812,-0.5275126865100904,0
3210531,2016-10-08 17:43:26,39,22,44859,28418,1.4605985746348764,0
3210806,2017-07-31 10:00:03,39,22,58060,31375,-0.12989043428109703,0
3213406,2017-08-08 20:39:34,39,22,9766,15562,-0.36841076931819583,1
3214108,2017-05-13 22:51:29,39,22,79096,4427,-0.36841076931819583,1
3214432,2017-03-18 12:11:43,39,22,38327,4427,-0.2941879489021171,1
3215026,2017-08-15 17:05:06,39,22,58129,4427,-0.2941879489021171,1
3216052,2017-03-17 14:07:59,39,22,35595,1641,-0.4108238095559551,1
3217430,2018-04-20 20:37:50,39,22,48118,31425,0.23597505406987407,0
3218541,2018-05-15 16:10:38,39,22,80670,16705,-0.4002205494965153,1
3218940,2018-05-15 16:10:38,39,22,80670,7713,-0.3954490824697674,1
3220669,2018-05-07 09:41:29,39,22,75033,4739,-0.3954490824697674,1
3223266,2017-03-04 14:28:13,39,22,4251,21268,-0.1351390480105197,0
3223314,2017-03-25 09:08:40,39,22,83998,4189,0.9039804378145829,0
3223320,2017-03-25 09:08:40,39,22,83998,4189,0.9039804378145829,0
3223344,2018-01-18 02:11:56,39,22,66982,31210,-0.07798747629013907,1
3223500,2017-11-24 21:13:26,39,22,59076,13424,-0.25760670169704963,1
3223524,2017-11-24 21:13:26,39,22,59076,13424,-0.25760670169704963,0
3223596,2017-07-03 23:28:14,39,22,33609,18618,0.3392508070488179,0
3224725,2017-12-16 19:52:09,39,22,51708,27179,0.240746521096622,1
3226060,2018-03-30 15:47:09,39,22,2842,1436,-0.31062300199424875,0
3226348,2018-02-10 21:17:00,39,22,13041,3171,0.02868131990782557,0
3226396,2018-02-16 22:02:09,39,22,59988,5051,0.060491100086145035,1
3229818,2017-10-10 23:12:54,39,8,43775,10370,-0.13036758098377177,0
3230420,2017-05-16 17:54:54,39,8,82830,12878,-0.26290833172676953,1
3230721,2017-05-07 17:31:09,39,8,83392,12878,-0.26290833172676953,1
3231323,2017-03-05 13:17:31,39,8,74911,18903,0.10608511834173624,1
3232226,2017-01-19 14:38:27,39,8,83392,18903,0.10608511834173624,1
3233430,2017-09-26 17:48:04,39,8,44405,14120,-0.13036758098377177,1
3234333,2017-01-19 14:38:27,39,8,83392,5727,0.10608511834173624,1
3235537,2017-05-16 17:54:54,39,8,82830,19487,-0.26290833172676953,1
3240052,2017-01-19 14:38:27,39,8,83392,22996,0.10608511834173624,1
3241674,2017-03-20 21:55:02,39,4,69247,5371,0.3101978744859528,0
3242142,2017-04-20 15:59:14,39,4,83583,9899,-0.2623781687237976,1
3243976,2017-08-07 09:14:30,39,22,70590,24940,-0.5014816830641656,1
3245242,2017-08-27 14:15:47,39,22,35186,20860,0.18826038380239488,0
3245788,2017-07-06 13:27:01,39,15,9224,5237,-0.1059800828470602,0
3247105,2017-07-12 16:04:41,39,22,21007,6834,-0.4082260108413924,0
3248725,2018-02-26 21:40:14,39,22,30878,1225,-0.5173865731533254,0
3250607,2017-10-18 01:29:03,39,8,70645,825,-0.5014816830641656,0
3252372,2018-05-29 14:07:25,39,22,26048,9784,-0.18285371827799893,0
3252672,2018-05-31 13:39:11,39,22,89515,9795,-0.18285371827799893,0
3253032,2018-04-11 02:48:15,39,22,40390,25764,-0.6255398257596115,0
3253701,2017-06-09 13:19:43,39,22,7890,30518,-0.5010045363614908,0
3254311,2017-09-14 16:32:45,39,22,54930,16141,-0.4479882360642917,0
3255836,2017-08-15 02:45:18,39,22,49815,28471,-0.5010045363614908,1
3257483,2017-08-30 12:26:52,39,22,69967,9,-0.47449638621289125,1
3258337,2017-02-17 13:53:06,39,22,21671,24981,-0.2889393351726944,0
3258459,2017-11-19 11:35:49,39,22,49861,31254,-0.5911322468667293,0
3258581,2017-07-31 22:17:36,39,22,1943,31254,-0.5911322468667293,1
3259069,2017-10-17 17:19:13,39,22,36720,31254,-0.5911322468667293,0
3260472,2017-03-23 16:34:16,39,22,41906,18571,-0.5010045363614908,1
3262238,2017-01-17 14:23:54,39,8,10780,19189,-0.294718111905089,1
3262357,2017-01-17 14:23:54,39,8,10780,19189,-0.294718111905089,0
3264142,2016-09-04 21:15:19,39,8,67526,24349,-0.4479882360642917,0
3264261,2017-03-28 16:31:00,39,8,58785,24349,-0.45588766480857434,1
3264856,2017-07-04 08:59:04,39,8,9497,24349,-0.45588766480857434,1
3265094,2017-04-03 12:43:06,39,8,14974,24349,-0.45588766480857434,0
3267712,2017-02-19 19:30:12,39,8,29060,12589,-0.490401276302051,1
3268307,2018-03-02 16:48:42,39,8,75896,21815,-0.25760670169704963,0
3269140,2018-03-02 16:48:41,39,8,75896,26919,-0.25760670169704963,1
3273305,2017-09-11 11:41:16,39,8,21613,31586,-0.46389312615345146,1
3275090,2018-07-31 13:35:23,39,8,70675,893,-0.25760670169704963,0
3276637,2017-05-15 18:46:52,39,8,88939,7222,-0.024334980389373543,0
3276994,2017-08-16 05:43:05,39,8,3055,5192,-0.3419556354698935,1
3278184,2017-07-26 19:49:35,39,8,8072,5731,-0.32652789208340854,0
3279879,2017-01-21 06:58:31,39,22,60915,15798,-0.6075142836585637,0
3280440,2017-01-21 06:58:31,39,22,60915,19554,-0.6075142836585637,0
3281382,2017-02-05 18:47:44,39,22,27833,3354,0.29376282139382115,0
3284347,2018-02-26 22:45:04,39,22,6969,24539,-0.19165442412733397,0
3284405,2017-11-09 22:09:51,39,22,33638,24539,-0.2623781687237976,0
3284463,2017-09-11 14:20:12,39,22,47850,24539,-0.2623781687237976,0
3284985,2017-11-16 12:50:24,39,22,41933,21332,-0.39756973448165533,1
3286029,2017-07-24 20:28:19,39,22,30002,20442,-0.46118929483829424,1
3286261,2018-03-30 23:27:37,39,22,9782,20442,-0.41660258628834984,0
3287015,2017-08-03 20:57:27,39,22,9662,20442,-0.46118929483829424,0
3287885,2018-01-24 12:12:58,39,22,66263,6895,0.011663087512424612,0
3287943,2017-12-02 15:49:59,39,22,6545,20456,0.18136826476375892,0
3288117,2017-08-18 11:42:37,39,22,85369,27829,0.13524408350519576,1
3288233,2017-12-19 17:52:01,39,22,36475,27829,0.229825163235399,1
3288639,2017-09-17 22:24:28,39,22,37985,25311,0.10131365131498829,0
3297941,2018-02-20 01:18:53,39,15,52095,29038,-0.22049529148901026,0
3300203,2018-02-10 12:41:40,39,22,74332,20769,-0.1669488281888392,0
3302291,2018-03-08 22:19:41,39,22,14333,15184,-0.3631091392884759,0
3304419,2018-04-24 14:31:39,39,22,54161,28743,-0.4532368497937144,0
3305203,2018-06-05 18:15:38,39,22,61457,1394,-0.3631091392884759,1
3308003,2018-01-25 00:00:06,39,22,42192,13834,-0.4532368497937144,0
3309235,2018-04-16 23:42:17,39,22,1097,12426,0.3028816250449394,0
3309459,2018-02-02 09:45:56,39,22,80769,31765,-0.4532368497937144,0
3311027,2018-03-08 22:19:41,39,22,14333,7864,-0.3631091392884759,0
3311475,2018-03-03 21:59:29,39,22,67508,15519,-0.2894164818753691,0
3312931,2018-06-05 15:30:41,39,22,7525,17957,-0.1645630946754652,0
3314921,2018-04-19 22:06:20,39,8,4770,10689,-0.395077968367687,1
3316335,2018-08-12 22:56:51,39,22,62762,25951,-0.12989043428109703,0
3316482,2018-05-09 16:08:20,39,22,15309,8142,0.4003255849911913,0
3316535,2017-10-03 11:27:21,39,22,62496,12051,-0.1351390480105197,0
3316537,2018-02-06 08:31:14,39,22,39976,12051,-0.1351390480105197,1
3316543,2017-11-17 19:41:48,39,22,40314,5382,-0.1351390480105197,0
3316551,2017-12-06 09:50:09,39,22,51546,8461,-0.1351390480105197,0
3316553,2017-12-05 09:13:27,39,22,10119,23527,-0.416125439585675,1
3316558,2017-12-04 21:11:15,39,22,10119,25128,-0.416125439585675,1
3316560,2017-08-09 14:55:42,39,22,84467,4085,-0.1351390480105197,0
3316561,2018-01-02 09:45:15,39,22,36289,21863,0.6653540701768897,0
3316847,2018-02-05 10:10:23,39,22,49449,26838,1.3013376085420902,0
3316873,2017-11-24 16:39:08,39,22,14652,6636,-0.02385783368669881,1
3318318,2018-02-27 12:19:10,39,22,59648,3610,0.21476853395099443,1
3319968,2017-11-14 12:43:37,39,15,2947,16860,-0.5168564101503533,1
3320888,2018-03-11 10:15:39,39,15,3969,8585,-0.49087842300472584,1
3323083,2017-11-27 22:36:13,39,22,20258,15024,-0.18338388128097088,1
3323239,2018-03-02 21:29:29,39,22,74849,28688,-0.13036758098377177,1
3323278,2017-10-14 17:16:56,39,22,92565,28688,-0.13036758098377177,0
3323447,2017-11-17 19:41:49,39,22,40314,31149,-0.1356692110134917,0
3324005,2017-05-21 11:28:53,39,15,29044,11266,0.4321353651695108,0
3325302,2018-04-11 23:14:26,39,22,89841,24458,-0.310145855291574,1
3328811,2018-06-23 18:17:16,39,22,52128,31046,-0.3954490824697674,1
3329301,2017-08-20 20:58:18,39,22,764,31046,-0.3954490824697674,0
3329497,2017-09-26 16:44:24,39,22,78010,31046,-0.3954490824697674,1
3331457,2018-06-30 22:43:00,39,22,3805,11539,-0.3954490824697674,1
3332535,2017-12-23 01:23:00,39,22,70498,24240,-0.3954490824697674,1
3333172,2017-09-24 23:00:55,39,15,9538,10373,-0.3207491153510138,1
3333271,2017-08-07 09:14:30,39,22,70590,22780,-0.41665560258864703,1
3333661,2017-09-09 08:33:15,39,22,50952,6081,-0.55402083665869,1
3334115,2017-02-17 16:10:12,39,22,59890,1089,-0.299489578931837,1
3334173,2017-02-17 16:10:12,39,22,59890,2245,-0.299489578931837,1
3334612,2017-03-15 08:19:58,39,15,32271,13557,-0.23640018157817,1
3334685,2018-01-19 23:45:41,39,15,45691,18815,0.29376282139382115,1
3334904,2017-09-12 09:22:25,39,15,5229,9606,0.29376282139382115,1
3334977,2017-04-16 22:45:14,39,15,27169,11004,0.29376282139382115,1
3335269,2018-04-29 09:43:34,39,15,7813,23783,1.4595912649292297,1
3335415,2017-10-13 18:04:34,39,15,12348,9072,0.29376282139382115,0
3336062,2017-07-20 17:40:32,39,22,77559,11484,-0.5385930932722051,0
3336868,2017-12-27 15:57:31,39,22,76939,5148,0.39237313994661144,1
3337774,2017-04-20 08:32:30,39,22,89430,10875,-0.5804759705069923,1
3338000,2017-04-22 18:49:48,39,22,31667,3711,-0.48504662997203385,1
3343164,2017-04-19 10:20:51,39,15,22564,31170,-0.024334980389373543,0
3344990,2017-02-16 14:22:25,39,22,42378,25261,-0.421957232618367,1
3345109,2017-01-26 00:20:23,39,22,72004,23421,-0.421957232618367,1
3345228,2017-03-17 10:30:06,39,22,45210,31939,-0.421957232618367,0
3345704,2017-02-16 14:22:25,39,22,42378,20487,-0.421957232618367,1
3345823,2017-03-17 10:30:06,39,22,45210,23768,-0.421957232618367,0
3348648,2017-01-26 21:58:53,39,22,81466,12245,-0.5327613002395131,1
3351746,2017-02-04 07:58:07,39,22,43356,5576,0.18295875377267495,1
3352869,2017-12-26 13:27:01,39,8,82986,31361,-0.36894093232116787,0
3353482,2018-03-06 19:21:47,39,15,49643,3747,-0.5014816830641656,0
3353531,2018-03-06 19:21:47,39,15,49643,3747,-0.5014816830641656,0
3353727,2018-01-06 21:14:38,39,15,78763,22095,-0.5810061335099642,0
3353874,2017-08-21 13:38:52,39,15,76400,8304,-0.41135397255892714,0
3354461,2017-01-20 14:56:31,39,16,63536,3859,-0.4167086188889442,0
3355245,2017-11-23 20:30:52,39,22,5660,17363,-0.312796670306434,1
3355485,2017-08-27 21:41:16,39,22,88452,14431,-0.3472042491993162,0
3355661,2017-08-03 13:59:34,39,22,27134,423,-0.3472042491993162,0
3355669,2018-02-22 00:41:09,39,22,5310,423,-0.3472042491993162,0
3355717,2017-10-04 16:29:27,39,22,55979,30953,-0.3472042491993162,0
3356407,2018-03-28 15:49:07,39,15,32958,21777,-0.5014816830641656,0
3356441,2017-10-11 14:49:49,39,8,60216,18235,-0.05481935306026303,0
3356725,2018-03-26 20:01:11,39,8,68231,31697,0.264974970332442,1
3357151,2018-02-28 23:48:09,39,8,41196,14995,-0.21121743893700043,1
3357301,2018-05-16 17:23:26,39,22,80688,30336,-0.11923415792135998,0
3358328,2018-02-04 12:49:51,39,22,66005,9742,-0.14044067804023963,1
3360408,2017-08-30 17:44:09,39,22,26022,17543,-0.36894093232116787,1
3360563,2017-06-20 12:39:46,39,22,2359,6926,-0.2894164818753691,0
3360594,2017-06-20 12:39:46,39,22,2359,5111,-0.2894164818753691,0
3360625,2017-06-20 12:39:46,39,22,2359,11785,-0.2894164818753691,0
3360656,2017-06-20 12:39:46,39,22,2359,30624,-0.2894164818753691,0
3360687,2017-06-20 12:39:46,39,22,2359,11914,-0.2894164818753691,0
3361259,2017-05-05 14:15:32,39,20,56304,19242,-0.5414029571879565,1
3361335,2017-10-08 18:59:57,39,20,27276,19242,-0.5414029571879565,0
3361639,2016-10-05 19:09:33,39,20,63100,21790,-0.5414029571879565,0
3361943,2016-10-05 19:09:33,39,20,63100,24183,-0.5414029571879565,0
3362324,2018-01-18 18:21:21,39,15,50592,4990,-0.31592463202396864,1
3362505,2018-03-09 10:54:45,39,22,85014,16894,-0.4002205494965153,1
3363254,2017-07-15 14:31:13,39,22,60868,18277,-0.5752273567775695,0
3365606,2017-05-24 00:13:29,39,8,49435,1711,-0.36841076931819583,1
3365998,2017-05-16 21:55:21,39,8,8179,3776,0.05571963305939709,1
3366096,2017-05-13 23:45:23,39,8,2157,7487,-0.36841076931819583,0
3367474,2018-05-29 16:36:26,39,22,83973,9115,-0.4002735657968125,0
3370697,2017-12-01 09:30:36,39,19,22936,18805,-0.14325054195599118,0
3371293,2017-04-30 23:09:35,39,19,26849,18805,-0.15146806850205705,1
3372267,2017-08-03 13:19:56,39,15,48672,21518,-0.3424327821725683,1
3372397,2017-08-03 13:19:56,39,15,48672,21518,-0.3424327821725683,0
3373376,2018-07-29 20:26:54,39,22,85503,9235,-0.44804125236458886,1
3373399,2018-07-20 04:09:34,39,22,65523,18142,-0.607037136955889,1
3373445,2018-05-15 16:10:38,39,22,80670,8173,-0.3954490824697674,1
3373827,2017-01-26 23:48:56,39,15,9151,7303,-0.34190261916959624,1
3374134,2018-08-02 17:53:47,39,17,72366,30334,0.7131217567446662,0
3374433,2018-01-15 17:09:11,39,15,21822,15822,-0.1351390480105197,0
3375079,2018-01-17 09:19:54,39,22,11731,28734,-0.3153944690209967,0
3375096,2017-08-12 23:01:12,39,22,91433,28734,-0.1298374179807998,1
3376291,2018-06-29 16:47:39,39,22,81993,7243,-0.1298374179807998,1
3380252,2018-08-14 19:28:27,39,22,23874,10145,0.12994245347547584,0
3380591,2018-06-14 16:20:35,39,22,76029,18636,-0.4749735329155661,1
3381160,2017-10-29 10:15:00,39,22,70717,25666,-0.5544979833613648,1
3381638,2017-10-27 12:50:10,39,22,23536,2772,-0.5651012434208046,1
3387613,2017-11-02 10:55:19,39,22,29299,8324,-0.5651012434208046,1
3387852,2017-12-12 08:30:31,39,22,33818,8324,-0.5651012434208046,1
3389286,2017-11-20 11:45:42,39,22,93282,23644,-0.3954490824697674,1
3389764,2017-09-21 16:34:52,39,22,18656,18914,-0.5863077635396842,1
3394298,2018-06-17 18:14:28,39,15,5411,1845,0.02390985288107762,0
3395781,2017-09-15 09:21:45,39,8,57098,124,-0.02385783368669881,1
3395997,2018-02-22 15:17:38,39,8,71838,4699,0.38866199892580755,0
3396086,2018-02-22 15:17:38,39,8,71838,4699,0.38866199892580755,0
3396353,2017-01-27 14:59:17,39,22,37141,12637,0.15512519611664544,0
3397428,2018-08-03 18:54:39,39,22,55112,11556,-0.3286485440952965,0
3398892,2016-10-10 15:49:59,39,22,5456,23879,-0.5067833130938856,1
3400045,2018-07-20 16:25:59,39,22,9358,4473,-0.5651012434208046,1
3400126,2018-08-20 23:35:44,39,22,16130,4473,-0.5651012434208046,0
3400612,2018-05-01 01:28:38,39,16,67546,9552,-0.4002205494965153,1
3400697,2018-07-02 20:39:32,39,22,27515,10567,-0.4532368497937144,1
3400771,2017-11-03 16:43:28,39,22,27183,32177,-0.3737123993479157,0
3400808,2017-11-03 17:01:40,39,22,49443,32177,-0.3737123993479157,0
3401415,2017-05-01 15:00:55,39,15,54719,7057,-0.130420597284069,0
3401791,2017-05-24 17:01:03,39,22,8607,9721,-0.16429801317397924,1
3401821,2017-05-24 17:01:03,39,22,8607,24488,-0.16429801317397924,1
3402005,2017-02-17 13:53:06,39,22,21671,645,0.8244559873687843,0
3404514,2018-08-13 23:03:46,39,22,92224,7665,-0.29842925292589295,0
3404618,2017-12-12 11:15:32,39,15,3064,4905,-0.39491891946679536,0
3406555,2017-11-06 19:20:14,39,22,49365,4653,-0.4479352197639945,0
3406576,2017-11-06 19:20:14,39,22,49365,18700,-0.4479352197639945,0
3406597,2017-11-06 19:20:14,39,22,49365,19155,-0.4479352197639945,0
3407014,2018-06-17 22:38:30,39,22,64756,23620,-0.5491963533316448,1
3407456,2017-03-25 09:08:41,39,15,83998,10807,0.3950239549614714,0
3407562,2017-03-25 09:08:41,39,15,83998,10807,0.3950239549614714,0
3407870,2017-05-01 10:30:43,39,22,7278,3319,-0.3424327821725683,1
3408067,2017-01-31 13:41:55,39,20,33819,29157,0.03361183583546512,0
3408527,2017-10-17 15:35:11,39,22,91666,23090,-0.6075142836585637,0
3409955,2018-04-15 00:08:41,39,15,71429,13084,-0.294718111905089,1
3412592,2017-02-15 14:37:36,42,22,80136,16002,-0.4484653827669665,0
3417842,2017-03-15 12:42:58,42,22,84782,16002,-0.4749735329155661,0
3427657,2017-06-23 10:38:23,42,5,40180,1040,-0.18815534830771882,1
3430882,2017-11-13 20:04:00,42,5,71119,1040,-0.1351390480105197,1
3431097,2017-09-08 12:16:48,42,5,81017,1040,-0.1351390480105197,0
3431742,2017-04-04 09:36:28,42,5,7224,28550,0.08169762020502468,0
3434967,2017-05-18 15:15:28,42,5,70527,10751,0.05571963305939709,0
3436836,2017-11-18 21:28:56,42,15,48743,10566,-0.49087842300472584,0
3436891,2017-11-18 21:28:56,42,15,48743,10566,-0.49087842300472584,0
3437331,2017-06-17 11:07:08,42,15,71057,13219,-0.5595345318895986,0
3444552,2017-10-26 22:24:13,42,8,82669,17689,-0.18290673457829615,1
3446532,2017-11-16 13:40:01,42,8,72397,17689,-0.18290673457829615,1
3447368,2018-01-26 11:53:56,42,8,65967,17689,-0.023804817386401583,1
3448292,2017-11-24 15:57:39,42,8,60052,17689,-0.18290673457829615,0
3449304,2017-02-14 10:44:33,42,8,42313,10527,0.29423996809649594,0
3449744,2018-01-03 17:06:02,42,8,34072,10527,0.6123377698796906,1
3452912,2018-02-01 14:11:52,42,8,9433,10527,0.2889913543670732,1
3454012,2017-08-19 18:48:58,42,8,69042,24792,-0.023804817386401583,1
3455288,2017-08-30 14:16:14,42,8,26993,24792,-0.023804817386401583,0
3455640,2017-12-15 11:05:25,42,8,78767,24792,-0.18290673457829615,0
3455728,2017-09-21 09:19:41,42,8,45236,24792,-0.1351390480105197,1
3456344,2018-01-08 20:56:12,42,8,84163,24792,0.02390985288107762,0
3457312,2017-11-20 18:53:36,42,8,27308,24792,-0.18290673457829615,1
3457840,2017-12-26 19:56:58,42,8,25253,24792,-0.18290673457829615,0
3458060,2018-04-19 16:47:02,42,8,10695,24792,-0.0768211176836007,0
3460260,2017-11-10 13:42:22,42,8,57109,24792,-0.18290673457829615,0
3460964,2017-08-07 16:33:59,42,8,71789,7079,0.8244029710684871,0
3463375,2017-05-30 11:57:07,42,22,19511,6796,-0.5704028734505244,1
3463705,2018-01-11 15:08:00,42,22,90855,5107,-0.5491963533316448,0
3464101,2018-08-01 12:09:23,42,22,61735,25383,-0.5279898332127652,1
3464695,2017-06-22 19:08:00,42,22,73241,5991,-0.4855767929750059,1
3465898,2017-02-21 13:45:39,42,22,32080,2916,-0.1298374179807998,0
3467249,2017-06-19 02:15:55,42,15,16697,9963,-0.13036758098377177,1
3467317,2017-06-14 00:58:04,42,15,74665,6042,-0.30001974193480896,0
3468975,2017-04-27 13:12:18,42,22,87212,3293,-0.59585069759318,0
3469125,2017-04-10 20:11:58,42,22,30791,11993,-0.1872010549023692,1
3470014,2017-03-24 15:46:56,42,22,75870,12480,-0.23640018157817,0
3470973,2017-10-29 07:43:05,42,22,53307,31613,0.01325357652134057,1
3471837,2018-02-21 17:15:49,42,22,67720,7212,-0.3954490824697674,0
3476877,2018-01-25 16:21:03,42,22,59291,7212,-0.3954490824697674,1
3477717,2017-10-13 07:03:19,42,22,52472,7212,-0.3424327821725683,0
3479187,2017-08-21 00:04:43,42,22,73561,7212,-0.3424327821725683,1
3479397,2018-01-23 22:06:04,42,22,90690,7212,-0.3954490824697674,1
3481497,2017-11-04 16:30:20,42,22,77731,7212,-0.3424327821725683,1
3481707,2018-03-08 16:14:00,42,22,55297,7212,-0.37424256235088776,1
3485277,2017-11-04 23:27:43,42,22,31844,7212,-0.3424327821725683,1
3486537,2017-12-04 14:30:10,42,22,75513,7212,-0.3472042491993162,1
3486957,2017-10-29 06:36:45,42,22,57330,7212,-0.3424327821725683,1
3487797,2017-10-06 15:02:44,42,22,91267,7212,-0.3424327821725683,1
3490527,2017-11-26 11:34:47,42,22,3907,7212,-0.4002205494965153,0
3497667,2017-12-29 21:00:37,42,22,58730,7212,-0.3954490824697674,1
3499977,2018-05-04 20:30:28,42,22,72231,7212,-0.37424256235088776,1
3501447,2018-05-07 19:12:47,42,22,70604,7212,-0.37424256235088776,0
3509637,2017-11-26 02:06:21,42,22,29434,7212,-0.4002205494965153,0
3510687,2017-11-30 21:49:25,42,22,63879,7212,-0.3472042491993162,1
3515727,2017-11-26 22:09:58,42,22,357,7212,-0.4002205494965153,1
3516147,2017-11-26 21:12:01,42,22,20184,7212,-0.4002205494965153,1
3517827,2017-11-26 19:45:05,42,22,46038,7212,-0.4002205494965153,0
3520557,2018-01-20 18:21:50,42,22,43560,7212,-0.3954490824697674,1
3524757,2018-02-25 17:27:50,42,22,20905,7212,-0.37424256235088776,1
3526227,2018-04-27 13:36:40,42,22,58824,7212,-0.37424256235088776,1
3528957,2017-07-18 19:08:27,42,22,35576,7212,-0.3424327821725683,1
3530427,2017-12-06 21:41:35,42,22,91922,7212,-0.3472042491993162,0
3536727,2017-12-01 11:52:34,42,22,48971,7212,-0.3472042491993162,1
3541347,2017-07-18 20:59:45,42,22,72639,7212,-0.3424327821725683,1
3544497,2017-10-30 11:29:57,42,22,27126,7212,-0.3424327821725683,1
3548277,2018-03-18 19:27:58,42,22,92257,7212,-0.37424256235088776,1
3549537,2017-09-02 20:20:08,42,22,11244,7212,-0.3424327821725683,0
3552477,2017-09-05 13:32:39,42,22,27781,7212,-0.3424327821725683,1
3554787,2018-04-26 22:47:26,42,22,38147,6932,-0.37424256235088776,1
3556677,2017-10-01 15:17:41,42,22,33995,6932,-0.3424327821725683,0
3558987,2017-11-08 00:35:46,42,22,13452,6932,-0.3424327821725683,1
3562557,2017-11-24 19:25:32,42,22,59581,6932,-0.4002205494965153,0
3562977,2017-11-24 15:10:38,42,22,52211,6932,-0.4002205494965153,0
3563817,2018-04-30 19:40:57,42,22,5265,6932,-0.37424256235088776,1
3565497,2018-02-27 10:08:49,42,22,63868,6932,-0.37424256235088776,1
3565707,2017-11-05 10:22:05,42,22,73615,6932,-0.3424327821725683,0
3568437,2017-12-02 11:13:19,42,22,17689,6932,-0.3472042491993162,0
3578307,2018-08-09 20:31:52,42,22,78326,6932,-0.3954490824697674,0
3579777,2017-11-22 16:45:16,42,22,14940,6932,-0.3424327821725683,0
3585447,2017-11-25 18:26:39,42,22,76740,6932,-0.4002205494965153,0
3592167,2017-12-29 21:00:37,42,22,58730,6932,-0.3954490824697674,1
3595107,2018-02-12 14:01:37,42,22,42822,6932,-0.3954490824697674,0
3596787,2018-02-28 14:08:27,42,22,33497,6932,-0.37424256235088776,0
3597417,2018-01-30 09:40:05,42,22,12788,6932,-0.3954490824697674,0
3599307,2018-03-04 22:23:33,42,22,83557,6932,-0.37424256235088776,0
3604347,2017-07-19 21:45:35,42,22,34869,6932,-0.3424327821725683,1
3606027,2017-12-01 14:05:44,42,22,42543,6932,-0.3472042491993162,1
3606657,2017-08-28 17:09:05,42,22,7242,6932,-0.3424327821725683,1
3610647,2017-08-30 07:49:43,42,22,10465,6932,-0.3424327821725683,1
3613377,2018-04-27 13:36:40,42,22,58824,6932,-0.37424256235088776,1
3617997,2017-11-23 13:48:47,42,22,18489,6932,-0.4002205494965153,1
3618627,2018-02-13 11:58:53,42,22,60476,6932,-0.3954490824697674,1
3622617,2018-02-13 16:53:29,42,22,33089,6932,-0.3954490824697674,1
3625977,2018-03-08 16:11:27,42,22,54253,6932,-0.37424256235088776,0
3627237,2017-11-25 16:35:58,42,22,62641,6932,-0.4002205494965153,0
3628077,2017-08-03 11:22:29,42,22,45496,6932,-0.3424327821725683,1
3636477,2018-06-04 22:44:24,42,22,28874,10616,-0.3954490824697674,1
3640677,2017-11-24 19:25:32,42,22,59581,10616,-0.4002205494965153,0
3641307,2017-09-28 17:36:05,42,22,11052,10616,-0.3424327821725683,1
3652437,2017-11-16 14:36:08,42,22,15678,10616,-0.3424327821725683,1
3655167,2018-02-02 19:07:59,42,22,45037,10616,-0.3954490824697674,0
3655377,2017-11-01 15:22:24,42,22,28999,10616,-0.3424327821725683,1
3659787,2017-09-27 09:32:58,42,22,22586,10616,-0.3424327821725683,0
3660417,2017-10-25 13:05:03,42,22,26365,10616,-0.3424327821725683,0
3663357,2018-05-03 15:56:00,42,22,3162,10616,-0.37424256235088776,0
3666717,2017-10-04 10:10:41,42,22,9634,10616,-0.3424327821725683,0
3667977,2017-08-15 15:41:17,42,22,5859,10616,-0.3424327821725683,1
3677427,2018-02-26 15:59:27,42,22,19312,10616,-0.37424256235088776,0
3680787,2017-08-27 19:20:56,42,22,41532,10616,-0.3424327821725683,1
3681627,2017-11-24 10:57:09,42,22,77295,10616,-0.4002205494965153,0
3685827,2018-03-08 22:19:41,42,22,14333,10616,-0.37424256235088776,0
3687297,2017-10-04 10:31:14,42,22,51213,10616,-0.3424327821725683,1
3688137,2017-08-19 06:19:52,42,22,37106,10616,-0.3424327821725683,0
3692547,2018-04-27 13:36:40,42,22,58824,10616,-0.37424256235088776,1
3692967,2017-09-27 23:32:44,42,22,66357,10616,-0.3424327821725683,0
3694227,2017-12-05 09:51:41,42,22,87805,10616,-0.3472042491993162,1
3694647,2018-01-22 22:34:41,42,22,28357,10616,-0.3954490824697674,1
3699267,2018-03-09 08:32:22,42,22,65464,10616,-0.37424256235088776,0
3710607,2018-05-27 18:11:18,42,22,28643,10616,-0.3954490824697674,0
3713337,2017-11-15 23:26:16,42,22,49282,10616,-0.3424327821725683,0
3713547,2018-06-05 12:28:11,42,22,33816,10616,-0.3954490824697674,1
3718167,2018-06-28 09:35:48,42,22,48274,8436,-0.3954490824697674,0
3721527,2017-08-04 15:24:44,42,22,28292,8436,-0.3424327821725683,1
3732027,2018-05-01 17:38:20,42,22,58824,8436,-0.37424256235088776,1
3732657,2017-11-16 14:36:08,42,22,15678,8436,-0.3424327821725683,1
3736227,2017-07-19 21:54:58,42,22,29619,8436,-0.3424327821725683,1
3737487,2018-03-01 22:40:50,42,22,52760,8436,-0.37424256235088776,0
3742737,2017-11-26 22:49:05,42,22,74320,8436,-0.4002205494965153,1
3743787,2018-05-03 15:56:00,42,22,3162,8436,-0.37424256235088776,0
3746727,2017-09-01 00:49:12,42,22,22383,8436,-0.3424327821725683,1
3748407,2017-05-02 18:34:59,42,22,65515,8436,-0.3424327821725683,1
3749457,2017-10-08 13:43:07,42,22,41185,8436,-0.3424327821725683,1
